,product_name,brand,water_usage_liters,carbon_footprint_kg,energy_consumption_kwh,packaging_waste_g,biodegradability,hazardous_chemicals,recyclability_score,environmental_certifications,environmental_impact_score
13702,Sports Nutrition - Isotonic Sports Drink,Fitline,10.3,0.02,0.002,12,61.7,0,8,0,0.000931
13703,Bioscience Skin Care,Bioscience Skin Care,2.1,0.153,0.011,21,0.632,0,1,1,0.272
13704,"Baby Dove 2in1 Shampoo and Conditioner, 240ml",Dove,26.5,1.17,0.64,27,87.7,1,8,0,0.136
13705,Eyeshadow,Maybelline,0.0,0.0,0.0,0,4.0,4,1,0,0.0
13706,ALEXANDRIAN RENEWAL CREAM,AVEDA,12.6,0.019,0.443,67,0.987,38,4,1,0.455
13707,Lip Balm,SIMPLE,1.33,0.057,0.092,6,0.012,0,6,0,0.149
13708,Men's Face Wash,The Man Company,3.0,0.40026375,0.0174385,15,1.0,0,2,1,0.43873783
13709,Hair Removal Cream,NIVEA,1.0,0.059,0.27,25,98.0,5,5,0,0.425
13710,SUNBURN SOLUTION,JOHNSON,8.8,0.386,0.039,5,95.0,0,0,0,0.826
13711,CARING HAIR SERUM,L'OREAL PARIS,0.0,0.0,0.0,0,0.0,0,8,0,0.0
13712,Toya Air-Cushion,TOYA,1.1,0.145,1.48,100,0.833,0,10,0,0.241
13713,Hair Care,L'Oréal,20.5,0.4604,5.3,35,94.84,13,2,1,0.3279
13714,TRESemmé Botanique Shampoo,TRESemmé,54.0,5.84,0.079,79,23.3,13,9,0,40.93
13715,TEA TREE DAY CREAM,NIVEA,8.1,1.4724,0.094,152,76.0,19,4,0,0.3644
13716,Mineral Liquid Eyebrow,Maybelline New York,0.0,0.257,0.57,5,95.67,0,7,0,0.066
13717,TRESemme Keratin Smooth Shampoo,TRESemme,0.0,0.29085009,0.38699999,87,91.094997,1,7,0,0.77645079
13718,Skin-Therapy-Cream,EllaBella,22.3,2.15,0.32,50,0.67,6,7,0,0.806751358
13719,Tesco Beautifully Smooth Conditioner,Tesco,0.0,0.0,0.0,0,0.0,0,10,0,0.0
13720,Creamy Beauty Cream,Garnier,1.4,0.106,2.209,15,95.0,0,9,0,0.326
13721,Skin Natural Total Freshness,Kiko,33.2,0.42543875,3.14,39,98.49,0,8,1,0.03382641
13722,Dr. Gangjee Daily Shampoo,Forest Essentials,0.0,0.02,0.0,13,90.0,0,5,0,0.15
13723,Fish Fix Gel,MILANI,0.0,0.0133,0.0028,22,0.117,0,6,1,0.0794
13724,Skin care,Mary Kay,12.0,0.044,3.38,115,88.95,0,9,0,0.9012
13725,L'Oréal Paris Pure Clay Purifying face mask,L'Oréal Paris,1.2,2.02,1.35,24,0.33,9,2,0,0.47
13726,MARIO BAVARO,MARIO BAVARO,1.0,0.06148583,0.004226045,9,20.0,0,7,0,0.08901461
13727,Alva Organic Sunscreen SPF50,Alva,102.0,0.236,10.586,78,94.5,1,9,0,0.281
13728,Nail polish,Essie,1.2,0.07587789,0.0001188112,5,84.1281378,3,2,0,0.020276462
13729,Sun Protection Waterproof Cream,Nivea,6.7,0.08741537,1.2330857,16,78.4128125,2,9,0,0.02503032
13730,Nutri Pure,The Body Shop,10.6,0.451,1.102,17,90.0,0,7,0,0.331
13731,BODY ULTRA RICH CREAM,NUTRI-TINT,10.22,1.67,11.07,48,96.0,0,8,0,0.6022455721818235
13732,Toner,Tvam,1.5,0.265,0.158,14,97.0,0,9,0,0.349
13733,"Garnier Fructis Triple Nutrition Plus Conditioner (with Honey, Shea Butter, and Coconut Oil) 250 ml",Garnier,13.0,0.4188,1.02,197,92.0,14,7,0,0.4585
13734,Hydra-Balancing Essence,Biotherm,556.0,35.39,3.74,20,89.0,0,9,0,0.329174709
13735,Pink Lips,Sleek MakeUP,0.0,0.0204896274,0.003546965,27,0.0,1,9,0,0.76751628
13736,Tic Tac,Tic Tac,23.66,0.092,0.01,15,0.49,1,3,0,0.318
13737,Cocoa Perfume,Dior,110.0,0.42418199,0.08768437,13,0.98681163,1,7,0,0.31942505
13738,Hypoallergenic Baby Care Line,Vaseline,1.0,0.0,7.81,21,98.0,0,5,0,0.0552
13739,Sunflower oil,Soléo,0.0,0.0,0.166,23,0.0,1,5,0,0.788
13740,Pond's Pure White BB Cream,Pond's,5.7,0.0533,0.421,30,25.2,7,1,0,0.2089
13741,COLLAB,COLLAB,21.5,0.18829236,1.7039286,30,7.8,2,8,0,0.97857388
13742,Bio-active Coconut Oil,Coconuts,1.0,0.252,0.409,15,100.0,0,7,1,0.063
13743,Kevin Murphy Body Wash,KEVIN MURPHY,11.022,0.822,0.029,12,100.0,21,4,0,1.899
13744,LUSH KARMA MAKEUP REMOVER,LUSH,0.3,0.02168577,0.08677044,34,0.81417263,0,10,2,0.03373422
13745,Eye Cream,Natura Bissé,12.0,0.46927488,0.32593563,32,1.0,1,7,0,0.49720279
13746,Just Natural Deodorant,Just Natural,10.0,0.01004926,0.03011469,30,79.0,1,9,0,0.07090825
13747,High Defence Cream,Avon,0.0,1.61,0.05,15,87.5,30,5,2,0.11
13748,Skin Density Body Lotion,Skin Density,73.8,0.268199999999999,0.0411999999999999,24,92.0,0,10,1,0.333333333333333
13749,Nature's Way,Nature's Way,0.5,4.96e-06,0.6,4,0.97,0,0,0,0.42
13750,BODY-GLOSS SPF 30,AVEENO,1.9,4.82,0.116,6,88.0,0,6,0,0.739
13751,Aroma Therapy Massage Oil,Avon,1.0,1.31,1.06,21,57.0,0,9,0,0.339999999999999
13752,Derma E Vitamin C Concentrated Serum,Derma E,0.0,8.29,0.95,0,96.0,2,6,0,0.65
13753,Mask,L'Oréal,0.2,0.025,0.0018,15,0.5,1,6,1,0.027
13754,Eye Kajal,LO Real,20.0,0.2889,0.0052282858,14,93.0,12,5,0,0.1375
13755,Tresemme Moisture Rich Shampoo,Tresemme,0.6,0.129,0.008,222,93.0,0,7,0,0.274
13756,Haircutting Lotion,Garnier,22.0,1.09,1.31,40,0.68,6,7,0,0.4699999999999999
13757,FACE + EYE MAKE UP REMOVER,Catrice,10.93,0.65318365,0.71422781,24,0.001425877,0,5,0,0.46992518
13758,L'Oréal Paris Men Expert Hydra Energetic Vitality Boosting Gel,L'Oréal Paris Men Expert,10.55,1.29,1.28,72,82.0,2,8,0,0.9084924311467623
13759,SENSITIVE EYE CREAM,CLINIQUE,2.0,0.384,0.015,18,90.0,0,7,0,83.1
13760,Lush,Lush,60.25,0.039,0.061,111,97.0,0,10,0,0.142
13761,Nail Polish,OPI,3.7,0.002983,2.1,16,0.0,12,10,0,0.92683328
13762,Clear Shampoo with Hibiscus Extract 200 ml,Royhan,94.28,0.129,0.00016,126,78.65,1,7,0,0.165
13763,Moisturising Cream,Natural Beauty,14.0,0.0265375,1.0,40,0.7,0,10,0,0.725
13764,BB Cream - SPF50,L'Oréal,20.0,1.26,18.6,8,0.0,3,7,0,0.16
13765,Several coloured pigments,Cosmetic brand,4.0,0.83,0.27,12,99.99,0,5,1,0.65077277
13766,Aqliq - Organic Hair Care - Shampoo (500 ml),Aqliq,112.0,0.103,0.1022,38,92.5,0,3,0,0.288
13767,BABOR Beauty Products Sensitive Skin Cleansing Lotion,BABOR,2.75,0.00138,0.00215,21,0.0,1,7,0,0.08586
13768,Mist,Savvy Minerals by Young Living,2.6,1.00572,5.385,11,92.0,15,5,0,0.737697619
13769,Waterproof Eyeliner,Rimmel,1.75,0.003,0.001,11,0.9608,0,1,0,7.8944e-05
13770,Skinny Tan,Skinny Tan,20.0,0.43,13.0,37,7.9,2,8,0,0.74
13771,Coca-Cola,Coca-Cola,1.19,1.1,0.00445,5,56.0,1,6,0,0.8075
13772,L'Oreal Paris Color Riche La Laque Fever Lipstick,L'Oreal Paris,4.4,13.45,0.0078,11,55.0,1,6,0,0.6789
13773,CLEARLY LASHES 24HR CURL DEFINER MASCARA,Maybelline New York,0.175,0.00068,0.129,6,0.73,0,2,0,0.142
13774,Natural Dewy Finish Daily Moisture Cream,Klairs,18.7,1.57,0.066,5,0.1,8,7,0,0.074
13775,Kiss My Lips Honey Gloss,L'oreal Paris,1.8,0.147,0.147,25,0.961,1,6,0,0.755
13776,"JOHNSON & JOHNSON BABY BATH TIME BUBBLING SHAMPOO, 473 ML",JOHNSON & JOHNSON,4.04,0.395,0.010146,32,0.9,0,7,0,0.729
13777,ROCCO DELUXE LIP BALM SPF 6,ROCCO DELUXE,1.18,0.93,1.02,25,0.0,4,6,0,0.413242122958012
13778,Baby powder,Johnson's,1.0,0.34,0.605,27,9.5,14,4,0,0.413
13779,L'Oréal Paris Volume Lift,L'Oréal Paris,277.0,155.99,19.37,387,0.0,0,9,0,0.0
13780,Dove Men+Care Body Wash,DOVE,0.0,0.0,0.0,0,0.0,3,10,1,10.0
13781,Sport Flex,Pacifica,76.1,0.203,2.023,12,10.0,1,5,0,0.711
13782,Kiss Me Heroine Make Mascara 24hr Super Waterproof,Kiss Me,1.0,1.69,1.22,20,0.0,2,1,0,2.21
13783,Ice Blast,NYX Professional Makeup,0.0,0.0,0.0,180,97.1,1,0,0,0.0
13784,SUNCOURT NAPOLEON GEL,SUNCOURT,0.16,0.00027,0.03,8,22.67,2,7,0,0.0560648
13785,Cool Fashion,Cool Fashion,150.0,1.29526,0.0212,90,0.1,0,8,0,0.372839007
13786,Dabur Gulabari Shampoo,Dabur,0.0,0.79,0.62,50,84.54,0,6,0,0.92
13787,Eyebrow Gel,Physicians Formula,0.0,0.0,0.0,28,0.0,0,8,0,0.0
13788,Pink Vanilla Body Butter,Melvita,9.6,13.49,0.27,12,57.0,5,8,2,25.37
13789,Brightening Ampoules,MORPHE,59.0,1.34,0.032,247,0.0,37,3,0,0.118
13790,NIVEA Q10 Anti-Wrinkle Rich Moisturizing Day Cream,NIVEA,9.7,1.46,3.42,46,7.6,1,7,0,0.033
13791,YOUNG BLOOD VELVET PETALS FACIAL OIL,YOUNG BLOOD,3000.0,3.287011003,6.554480523,110,100.0,0,10,0,0.0497189611
13792,GREEN PEARL EYE SHADOW,GREEN PEARL,0.0,0.4079527142,0.026692686,5,90.0,0,3,0,0.3552913183
13793,TANISHQ,TANISHQ,4.1,0.004,0.01,5,0.69,1,6,0,0.122
13794,Aloe Vera Gel,Purfresh,22.62,0.1965,0.003886,34,92.5,0,7,0,0.1286
13795,BENEFIT Cosmetics Sheer Lipstick,BENEFIT,1.04,0.029,3.47,14,0.48,0,5,0,0.058
13796,Cucumber eye,Clinique,1.0,0.00159999999999999,8.66666666666667e-05,4,0.0,0,6,0,0.255999999999999
13797,Dove Ultra Rich Moisturising Body Wash,Dove,4.19,0.146,1.41,49,85.0,0,7,0,0.891
13798,Melissa the swan eye shadow,Melissa,44.07,0.01420764,0.01023851,15,71.0,1,6,0,0.4278996
13799,Mosaic,Natural Home,1.0,0.0033,0.00014,139,0.47,0,5,1,0.005
13800,Almay Smart Shade CC Cream,Almay,0.0,0.0,0.0,89,100.0,0,6,0,0.0
13801,Coconut Oil by Hawaiian Tropic,Hawaiian Tropic,0.4,1.47,0.35,14,85.0,0,7,0,0.28
13802,Nivea Replenishing 2-in-1 Shampoo & Conditioner,Nivea,178.0,1.07,2.01,210,0.0,0,7,1,0.342
13803,My Beauty,My Beauty,24.0,2.1799572,0.031408132,22,65.2631975,2,2,0,1.8440765
13804,L'Oreal Paris EverStrong Thickening Shampoo,L'Oreal Paris,11.5,0.31,0.128,32,59.2,2,7,0,0.045
13805,La Roche-Posay Anthelios XL Ultra-Light Clear Skin Milk SPF 50+,La Roche-Posay,215.0,0.52,1.11,144,0.0,1,8,0,0.048
13806,NARS,NARS,26.3,0.5363,0.4024,10,0.3596,3,8,0,0.4464
13807,Florida Water,Florida Water,1.0,6.63,0.142,100,0.0,0,5,0,0.17
13808,Naturals Makeup Remover Cream,Naturals,177.5,3.65,0.21,41,91.0,7,5,0,0.04428056
13809,Hair Oil,Garnier,7.6,0.37,0.0274,120,0.99,1,3,0,0.68973139
13810,CLEAN & TONE,AVEDA,54.5,1.04,0.091,12,0.52,4,7,2,0.039
13811,"NIVEA Creme, 500ml",NIVEA,364.0,39.38,15.49,25,20.0,4,8,0,18.35
13812,THE BODY CREAM,THE ORGANIC PHARMACY,2.0,1.05717767,0.19094836,26,100.0,2,6,1,0.281494526
13813,FAB MOISTURISING CLEANSER,FAB,1.4,1.08,0.00093599,22,88.7,17,3,0,0.99999085
13814,Rohr Schwarzer Schimmel,Nivea,107.0,1.91,25.49,12,0.6,0,4,0,0.78101
13815,Lotus Make-Up Remover,Lotus,12.0,1.16,2.16,131,0.14,2,2,0,0.66
13816,Olive oil for skin,SheaMoisture,0.14,0.497,0.129,57,90.6,0,5,0,0.385
13817,Rose Water,Nature Republic,2.5,0.036,0.109,6,98.0,2,7,0,0.109
13818,Shampoo Cream,L'OREAL,20.3,0.161,1.446,35,32.0,3,8,0,0.389
13819,B.B.C. Shampoo,B.B.C.,1.6,0.8554,1.5,17,0.888,4,6,0,0.6605
13820,Avon - Anew Clinical Professional Eye Cream,Avon,3.7,1.041,0.031,39,0.4,2,8,0,0.203
13821,MUCHA MUCHA SAMSUNG MOISTURIZING SHEET MASK,MUCHA MUCHA,1.08,0.06258,0.00236,20,0.0,3,0,0,0.06947
13822,Hada Labo Perfect UV Milk EX SPF50+ PA++++,Hada Labo,1.78,0.039,0.008,18,11.7,0,7,0,0.014
13823,Coconut and Aloe Vera Hair Mask,L'Oréal Paris,1.01,0.01,1.09,20,99.75,3,7,0,0.15
13824,Bright Your Eyes,essence,23.31,0.62785,0.009045,122,0.95695,1,4,0,0.99416
13825,L'Oréal Paris Dermo-Expertise Hydra Genius Daily Lotion Normal/Combination Skin,L'Oréal Paris,48.89,1.54,0.84,65,1.0,8,5,0,0.34
13826,SKIN PROTECTOR SPF 50,BareMinerals,40.0,1.32,25.6,13,0.1,1,8,0,0.4399999770931765
13827,Nail Color,Born Pretty Store,0.0,0.0,2.0,22,0.0,1,1,0,0.0
13828,GOTHESS DAILY HYDRATING MIST,GOTHESS,10.2,2.178,5.114,52,91.64,3,6,1,0.280098
13829,NUDESTIX Magnetic Full Brow Pencil - Cocoa,NUDESTIX,1.93,0.01412357,0.000179132,12,97.0,1,5,0,0.038812345
13830,Nivea Body Lotion,Nivea,3.9,0.08121642,0.01525999,17,0.6706288,6,7,0,0.21420141
13831,BODY_FIT_SF_HOT_SPOT_WARMING_BODY_GEL,Body Fit,0.0,0.0,1.19,20,0.0,0,2,0,0.0
13832,Lipstick,MAC,1.6,0.49,0.02,3,0.42,0,9,1,3.37
13833,L'Oréal Paris Elseve Normalizing Volume Shampoo,L'Oréal Paris,1.3,0.055,0.407,159,90.0,39,5,0,0.163
13834,A New Cream for Eyes,Revlon,0.0,33.18,0.36,74,50.0,1,6,0,2.7
13835,Dewy Droplets Makeup Remover,NARS,24.99,1.29,0.44,9,0.25,17,6,0,0.689393394
13836,Purity,MangOla,1.2,0.0972,0.00479,118,23.71,1,9,0,0.156
13837,MARCO POLO BABY SHAMPOO,MARCO POLO,4.0,0.0407,0.11,12,35.0,1,8,0,0.6552
13838,Black Opium,Yves Saint Laurent,8.66,0.042,0.013,14,0.92,0,8,0,0.077
13839,Nails Inc Nail polish in Haberdashery,Nails Inc,1.1,0.011,0.001,19,0.43,1,4,0,0.019
13840,HEALTHY SEXY SKIN LOTION,REN,140.0,0.01,0.02,17,0.99,1,8,2,0.511232600277239
13841,Cosmetics,L'Oréal,16.19,0.00320786,1.26,13,0.01,0,5,0,0.000877147
13842,Lush,Lush,0.079,0.009,0.009,21,0.9500000000000002,0,7,0,0.029125
13843,Vitamin C Night Cream,Purity Naturals,0.22,1.21,0.046,59,93.03,5,1,1,0.94
13844,"Dove Purely Pampering Body Lotion, Cucumber & Green Tea",Dove,1.0,1.2,1.1,18,98.0,0,5,0,1.19
13845,Bio-Fermented Mud Mask,Murad,15.0,0.6,0.65,35,72.0,0,5,0,0.7423253573
13846,Clinique Moisture Surge 72-Hour Auto-Replenishing Hydrator,Clinique,1.0,2.06,0.34,8,0.5799999999999998,2,8,0,0.4099999999999999
13847,Toothpaste,Beyond,3.9,0.0,0.121,5,0.0,0,5,0,0.0
13848,Mascara,Max Factor,6.5,7.7,1.4,3,36.0,3,5,0,8.7
13849,Scrub & Scrub,ELLE,165.0,0.185666666666667,0.0133333333333333,26,0.233333333333333,1,5,0,0.0949722222222222
13850,MADE BEAUTY,MADE BEAUTY,0.0,0.19,0.0,22,98.0,0,8,0,0.47
13851,KOREA-MIRACLE 10TH DERMA-HITE CHA-KATTAN CREAM,KOREA-MIRACLE,113.0,0.119,0.1,5,0.829,5,6,0,0.376
13852,Thera Nectar Hair Oil,Loreal Paris,0.128,0.005,0.003,4,0.63,4,9,0,0.278
13853,Sensai Gold Reishi Mask,Sensai,1.0,1.91,0.66,104,61.0,14,8,0,7.9
13854,Sensitive Plus Eye Cream,E.L.F.,2.39,0.0025,0.0046,11,0.26,18,2,0,0.2898
13855,BODY LOTION,NIVEA,32.0,1.151,2.74,100,35.0,1,3,0,0.882
13856,OIL NOURISHING BODY LOTION,NIVEA,2.3,0.099,0.006,10,99.806,0,10,0,0.129
13857,Natural Touch Blush,L'Oreal Paris,14.8,0.645,1.0,180,39.9,2,4,0,0.47
13858,Garnier Pure Active Purifying Anti-Acne Gel Cleanser,Garnier,12.0,0.09,0.069,17,99.0,0,7,0,0.143
13859,MEN'S SHAVING GEL,NIVEA,2.0,0.692,0.007,30,85.0,0,7,0,17.189
13860,Pantene Pro-V Smoothing Shampoo,Pantene,11.7,0.465,1.349,20,0.01,8,9,0,0.529
13861,L'Oreal Elvive Fibrology Shampoo,L'Oréal,0.0,0.149,0.042,10,73.0,0,7,0,0.20022373
13862,FARFETCH,FARFETCH,0.0,10.17,0.0,13,0.11,13,1,0,0.172
13863,Nivea Daily Essentials Non-Greasy Sun Protection Face Lotion SPF 30,NIVEA,1.0,1.11,1.09,7,90.0,0,8,0,0.145
13864,FACIAL LOTION GENTLE HYDRATING 50ML,NIVEA,0.7,0.03165,0.02145,104,0.0,2,9,1,0.00737
13865,Clinique Moisture Surge Intense Skin Fortifying Hydrator,Clinique,0.8,1.145,0.0,11,78.0,0,6,0,0.606
13866,"Garnier Fructis Pure Clean Shampoo, 400 ml",Garnier,111.92,0.7096,0.00267,30,90.26,6,9,0,0.4423
13867,The Body Shop Tea Tree Pore-Minimizing Lotion,The Body Shop,1.0,0.015500000000000002,0.00012000000000000002,38,99.7,0,5,1,0.021610000000000004
13868,Aqua,Garnier,355.0,15.56,13.719,31,90.0,1,3,0,0.087
13869,Mascara,Urban Decay,1521.0,0.15090007,1.94340006,4,98.15,0,1,0,0.000539967736
13870,Bliss Body Butter,Bliss,53.95,0.13,1.88,21,100.0,1,10,0,0.038
13871,Eyebrow Sculptor,Marc Jacobs Beauty,0.0,2.85,0.0,5,89.23,0,9,0,0.04907840629
13872,"GLOSSY LIP GLOSS, GLOSSY, GOLDEN, 3.8 g",GLOSSY,7.8,0.295,8.8e-05,3,60.0,1,8,0,0.5112
13873,Darling Pure and Natural Liquid Handwash,Darling,5.0,0.807,0.027,18,98.5,0,1,0,0.404
13874,CeraVe Daily Moisturizing Lotion,CeraVe,3.5,0.0763,0.0146,20,0.3,0,5,0,0.1202
13875,Colgate Total Whitening Toothpaste,Colgate,0.525,3.77,10.68,0,0.119,0,7,0,3.763
13876,SUN CARE PROTECTION CREAM,PREMIUM,1.42,0.000532065,0.00011925,86,0.889,0,7,0,0.9988566
13877,L'Oréal Paris Infallible 24H-Matte Foundation,L'Oréal Paris,8.5,1.25,0.6,16,0.19,16,6,0,0.2875
13878,Cosmetic Tonic,Clarins,5.0,1.37,0.2,119,0.0,4,6,0,0.685
13879,Mascara - Bold & Beautiful,Kiss,21.0,0.5371,3.97,147,79.0,0,6,0,0.2353
13880,Garnier Organics Hydrating Face Mask Marine Algae & Hyaluronic Acid,Garnier Organics,9.93,0.115,0.032,51,97.18,2,5,1,0.214
13881,Thayers® Cucumber Facial Toner,Thayers®,1.81,0.062,0.018,108,0.59,3,6,1,0.164
13882,Kiss Me Cream,Kiss Me,0.7875,0.0012,0.000494333,12,0.0,0,5,0,0.59364109
13883,Moroccanoil® Volumizing Mousse,Moroccanoil,2.3,0.025,0.028,30,0.99,0,10,1,0.641
13884,I am the best,I am the best,10.0,0.77,0.28,82,47.0,1,9,0,0.41
13885,D'ORAL PROFESIONAL WHITENING PASTE,D'ORAL,4.0,0.136,0.027,158,84.0,0,7,1,0.333
13886,waterproof mascara rapid volume,Maybelline New York,0.0,0.00049,0.138,12,0.0,2,8,0,0.00124
13887,COCCOR KITHAR,COCCOR,1103.0,1.64,0.98,180,33.2,10,7,1,0.195
13888,Cetaphil Moisturizing Lotion,Cetaphil,160.0,1.16,1.04,63,91.2,0,8,0,0.06
13889,Feminine hygiene,Procter & Gamble,0.75,0.0081,0.0053,11,83.31,0,9,0,0.0113
13890,Hydrotherm,Nivea,1.0,0.030858231,0.000474735,183,0.238461538,5,6,0,0.118373974
13891,Human Nature Organic Natural Deodorant,Human Nature,1137.97,1.0789966666666666,0.10724999999999998,0,0.0,2,0,1,0.008401100000000002
13892,Akay Cosméticos - Líquido de Cuidado Facial - 75ml,Akay Cosméticos,1.0,0.056,0.003,2,0.211,0,4,0,0.08
13893,LUX ECO 500 ml,LUX,96.0,0.124,0.44,70,90.0,0,1,1,0.269
13894,Calcium Bentonite Clay Powder,Lush,3.0,0.068828402,0.701164163,6,99.6666667,0,7,0,0.030033459
13895,Pink Lipstick (Satin Finish),House of Glo,0.0,0.0,0.1,31,0.0,0,3,0,0.7333333333333334
13896,Veet Instant Hair Removal Cream,Veet,1394.0,236.3925388,12.17105582,37,10.0,17,8,8,0.975175585
13897,Nivea Sun Kids FACE ULTRA SUN SCREEN SPF 50+,Nivea,317.48,2.05,14.91,125,5.0,6,8,0,13.61
13898,Innisfree Green Tea Seed Eye Cream,Innisfree,32.14,22.33,0.459,103,28.36,14,7,0,29.12
13899,Althea Sleeping Pack,Althea,3.4,0.248,0.0,180,0.65,3,6,1,0.349
13900,Essential oil blend,HARMONY,0.0,0.0,1.8,12,99.0,0,10,0,0.275
13901,Garnier Micellar Cleansing Water,Garnier,1.0,0.4831445103,0.236,17,89.73,0,5,0,0.7297256105
13902,Cetaphil Gentle Skin Cleanser,Cetaphil,1.3,0.0323,0.175,41,0.0292,1,5,0,0.7001
13903,Ellens Moisturiser with Active Naturals,Ellens,2.6,4.6,1.18,37,72.0,1,8,2,0.690085758
13904,Nivea,Nivea,8.83,0.0033,0.0019,13,0.0,1,1,1,0.0003753063
13905,MEN'S WASHING GEL,DR. JART+,386.9,3.1274,37.794,21,0.81,1,7,0,0.8868
13906,Lakme Absolute White Intense Fairness Serum,Lakme,33.0,5.828,0.125,22,4.32,0,5,0,0.353
13907,Mascara - Reveal,Estee Lauder,2.64,0.156,0.015,10,0.0,1,6,0,0.097
13908,Garnier Pure Active 3 in 1 Micellar Water 400ml,Garnier,519.756,3.9477077,10.39315,3,0.0,13,5,0,1.6978538
13909,Cocoa Butter,Palmer's,2.56,1.91,0.47,125,0.0,0,9,0,0.44
13910,Nivea Q10 Plus Anti-Age Day Cream,Nivea,45.0,3.9,1.84,26,1.0,0,6,0,0.8160053
13911,PIXI Glow Tonic,PIXI,2.8,0.118,0.017,15,97.0,0,8,0,1.504
13912,Pleasingly rich,Molton Brown,310.0,24.65,1.34,46,72.1,2,6,0,31.59
13913,Dove 'Purely Pampering' Body Lotion,Dove,1.4,2.43,0.081,30,89.0,4,4,0,4.46
13914,Dove moisturising body wash,Dove,2.4,0.115,0.004312,17,10.0,2,7,0,0.221
13915,L'OCCITANE Shea Butter Hand Cream,L'OCCITANE,53.0,23.9366,1.09,88,58.0,1,2,0,2.0078
13916,Eau De Parfum,YSL (Yves Saint Laurent),1.0,0.65,0.025,157,80.0,3,4,0,0.13938
13917,Scotch Shower Gel 300ml,Scotch,60.0,0.733,0.028,48,93.5,4,7,2,0.643
13918,Dermalogica Gentle Cream Exfoliant,Dermalogica,5.5,0.255,0.003,150,0.4,0,7,0,0.325
13919,SOLAR PROTECTION CREAM SPF 50+,NIVEA,16.0,16.44,10.18,161,1.0,0,4,0,1.03
13920,L'Oreal Paris - Cils Booster Waterproof - Black,L'Oreal Paris,11.75,1.1904,0.07875,12,7.31,2,4,0,0.1885
13921,Fruity Seed Lip Balm,Kiss My Face,11.5,6.02,0.185,8,30.0,2,5,0,0.498
13922,NIVEA Creme Original,NIVEA,109.7,28.808,13.493,185,0.0,0,1,0,0.400840007
13923,Ocean Silk,Alba Botanica,15.0,0.249,1.98,70,0.74,0,8,0,0.404
13924,L'Oréal Elseve Nutri-Gloss Lightweight Conditioner,L'Oréal,16.0,0.151023091,0.8,162,0.445,6,5,0,0.837623347
13925,KISS MY LIPS Lip Gloss,KISS MY LIPS,0.1,0.00014,6.03e-05,15,0.77,0,2,0,0.00037
13926,Mascara,L'Oreal Paris,0.9,0.15,0.02,2,98.0,2,7,0,0.25
13927,MUD MASK CLEANSER,MUD,1.7,0.008538061,0.0011498495,14,91.0,0,4,0,0.006122372
13928,Skin Care,L'Oreal,0.0,1.68,1.19,25,90.0,0,7,0,20.0
13929,Vitamin C Brightening Booster,INKEY LIST,12.5,0.3,0.32,126,0.32,0,10,0,0.091933832
13930,LUSH Halloween Collection 2021 - Pumpkin Bath Bomb,LUSH,52.64,0.9815,0.292,112,0.0,4,7,0,0.0493
13931,NIVEA BLUE ESSENTIALS POWERFULLY HYDRATING LOTION WITH SPF 15 PA+++,NIVEA,103.3,0.013279,0.085,17,88.3,0,6,0,0.0022714
13932,Twinings Herbal Tea,Twinings,2.0,0.14,0.0969,26,0.46,0,7,0,0.4225
13933,Cooling sun care gel,Lush,0.378,0.003,1.678,5,0.1,2,4,0,0.0004022003
13934,Lip Balm,LUSH,0.0,0.0,0.0,0,100.0,0,7,0,1.0
13935,Gloss Effect Lipstick,Bobbi Brown,1.2,0.47255828,0.027134663,6,0.0,1,5,1,0.26966797
13936,Nivea Hair Care,Nivea,5.5,0.008290734,0.005482059,12,0.0,0,9,1,0.01882934
13937,POMADA SAN HONORE,SAN HONORE,1.1,0.081,0.006,10,0.98,1,7,0,0.301
13938,BioCare Organic Bug Control,BioCare,150.0,2.75,0.0,311,92.0,0,4,0,0.217
13939,Kinnow Beauty Face Wash,Kinnow,14.85,1.72,0.036,40,47.2,0,1,0,52.78
13940,Chocolate Lipstick,Lush,0.0,0.024,0.003,120,0.0,0,5,0,0.054
13941,BRAUN® DYA 360,BRAUN,2.0,0.41,0.017,14,0.0,1,6,0,0.543
13942,Lipstick,Maybelline,143.1,0.4025,0.1208,4,0.0,1,2,0,0.4325
13943,Spa Retreat Shower Gel,Pura D'or,17.82,0.0149,0.756,133,36.0,3,2,0,0.8915
13944,"Dove Nutritive Solutions Milk & Bar Soap, Original, for Normal to Dry Skin, 135g",Dove,1.9,0.004,0.315,8,90.0,0,7,0,0.704
13945,Cherry Compact Powder SPF20 PA++,Dr. Ci: Labo,1.108,0.11,0.006,30,100.0,5,9,0,0.399
13946,Body Melt,The Body Shop,1664.0,25.793,26.56,110,10.0,3,7,0,11.465
13947,Skin Defense SPF 15,Vichy,11.0,3.0,65.0,23,72.0,8,5,1,0.5247142857142856
13948,Cetaphil Gentle Skin Cleanser,Cetaphil,7.44,0.00484793,0.007475998,30,0.75,0,7,1,0.02928543
13949,BIO BODY LOTION 50ML/1.69 FL. OZ.,CORREA,12.0,1.54,0.46,25,0.5,86,9,0,0.441
13950,Urban Decay All Nighter Makeup Setting Spray,Urban Decay,0.394,1.0653521,2.84,71,0.01,11,4,0,0.03315653
13951,LIP BALM,NIVEA,7.6,10.2,3.7,8,0.41,0,1,0,0.64866735
